ID	1 - Subject of photo	2 - Event Initiator	3 - Alternative source credited?	4 - Size of Photo
3330	054	01	AP	L
3330	010	01	Getty Images	M
3330	010	01	Getty Images	S
3332	143	74	AP	L
3332	241	53	N/A no other source	M
3334	254	52	EPA	M
3337	063	03	N/A no other source	M
3339	018	03	N/A no other source	M
3340	070	09	N/A no other source	M
3343	038	03	PA	M
3347	054	01	N/A no other source	L
3348	370	52	N/A no other source	S
3348	008	01	N/A no other source	S
3348	054	01	N/A no other source	S
3348	054	01	N/A no other source	L
3348	043	05	N/A no other source	S
3348	043	05	N/A no other source	S
3349	352	14	N/A no other source	S
3349	352	14	N/A no other source	S
3352	093	14	N/A no other source	M
3352	093	14	N/A no other source	M
3353	241	53	N/A no other source	S
3356	120	53	N/A no other source	S
3356	401	53	N/A no other source	S
3356	402	75	N/A no other source	L
3356	402	75	N/A no other source	M
3356	402	75	N/A no other source	M
3357	062	03	N/A no other source	S
3357	135	06	N/A no other source	XL
3358	175	22	N/A no other source	S
3361	288	13	N/A no other source	S
3361	072	13	N/A no other source	S
3364	137	22	N/A no other source	L
3364	137	22	N/A no other source	S
3364	130	01	N/A no other source	S
3364	137	22	N/A no other source	S
3364	137	22	N/A no other source	S
3364	341	66	N/A no other source	S
3365	054	01	N/A no other source	S
3365	054	01	N/A no other source	S
3366	241	53	N/A no other source	S
3366	054	01	N/A no other source	S
3369	093	13	N/A no other source	M
3369	093	03	N/A no other source	L
3369	093	13	N/A no other source	S
3369	093	13	N/A no other source	S
3370	145	05	N/A no other source	S
3371	060	03	N/A no other source	S
3373	040	05	EPA	XL
3373	371	52	N/A no other source	S
3373	054	01	N/A no other source	S
3374	372	52	N/A no other source	S
2834	242	53	N/A no other source	L
2839	177	02	AFP	S
2842	285	09	AP	S
2842	285	09	EPA	S
2844	063	01	Reuters	S
2844	999	75	Reuters	S
2844	999	75	Reuters	M
2849	255	52	EPA	M
2849	241	53	N/A no other source	S
2851	091	53	AP	S
2851	091	53	AP	S
2851	091	53	Other media source: non-specific/ unclear	S
2852	241	53	N/A no other source	S
2857	372	52	N/A no other source	M
2860	166	66	AP	M
2862	038	03	N/A no other source	L
2864	177	02	AP	L
2865	056	03	N/A no other source	S
2867	203	41	EPA	M
2868	402	75	N/A no other source	S
2869	281	11	AP	L
2870	240	53	N/A no other source	M
2876	355	75	N/A no other source	M
2878	999	75	N/A no other source	M
2879	007	71	AP	M
2882	024	01	Reuters	XL
2883	063	71	N/A no other source	M
2883	007	71	N/A no other source	XL
2886	241	53	N/A no other source	M
2886	026	01	N/A no other source	S
2886	024	01	N/A no other source	XL
2886	062	01	N/A no other source	L
2887	057	03	N/A no other source	S
2888	137	01	N/A no other source	S
2888	341	66	N/A no other source	S
2888	138	01	N/A no other source	XL
2888	242	53	N/A no other source	L
2893	353	03	N/A no other source	XL
2893	353	03	N/A no other source	S
2894	059	52	Al Jazeera	S
2898	402	53	N/A no other source	S
2898	372	52	N/A no other source	S
2899	038	03	N/A no other source	XL
2899	370	52	N/A no other source	M
2900	056	03	N/A no other source	M
2900	056	03	N/A no other source	M
2901	024	01	AP	M
2902	034	01	Reuters	S
2902	024	01	Other news agency	XL
2902	007	01	Reuters	S
2905	372	52	N/A no other source	S
2906	137	01	N/A no other source	S
2906	138	01	N/A no other source	XL
2906	341	66	N/A no other source	S
2907	054	02	N/A no other source	S
2914	166	66	N/A no other source	S
2914	340	66	N/A no other source	M
2917	240	53	N/A no other source	L
2918	290	11	N/A no other source	S
2920	115	59	Other Arab media (not specific reporter)	S
2920	115	59	Other Arab media (not specific reporter)	S
2920	145	72	Al Jazeera	S
2922	145	02	N/A no other source	L
2922	144	02	N/A no other source	S
2924	062	01	N/A no other source	L
2925	137	66	N/A no other source	L
2925	138	01	N/A no other source	L
2925	341	66	N/A no other source	M
2926	401	53	N/A no other source	XL
2929	038	03	N/A no other source	L
2933	145	72	N/A no other source	L
2933	145	72	N/A no other source	M
2935	038	53	N/A no other source	M
2935	999	53	N/A no other source	M
2935	402	53	N/A no other source	M
2935	340	53	N/A no other source	S
2937	024	01	AP	M
2937	241	53	N/A no other source	S
2940	026	01	Corbis	M
2940	351	13	Iraqi State TV/ media	S
2940	024	01	AP	S
2940	056	03	AP	S
2941	145	72	AP	L
2942	002	01	AP	M
2942	241	53	N/A no other source	S
2944	137	66	AP	S
2944	138	01	US Military/ Government	M
2944	341	66	AP	S
2946	113	56	AP	S
2948	372	52	Other news agency	S
2948	241	53	N/A no other source	S
2951	255	74	Other news agency	M
2954	203	41	EPA	S
2954	999	74	Other news agency	M
2954	403	53	N/A no other source	S
2956	281	11	N/A no other source	M
2957	056	03	Other US media source	S
2957	056	03	Other US media source	S
2957	056	03	Other US media source	S
2959	024	01	AP	M
2959	241	53	N/A no other source	S
2961	372	52	N/A no other source	L
2965	062	01	N/A no other source	L
2967	038	04	N/A no other source	M
2968	113	56	AP	S
2968	113	56	AP	S
2970	137	01	N/A no other source	S
2970	138	01	Reuters	M
2971	056	03	Other US media source	S
2971	056	03	Other US media source	S
2971	056	03	Other US media source	S
2973	062	03	Reuters	M
2973	241	53	N/A no other source	S
2974	039	01	Reuters	M
2974	242	53	N/A no other source	M
2975	091	53	N/A no other source	S
2976	177	75	N/A no other source	S
2978	241	53	N/A no other source	S
2978	999	53	N/A no other source	S
2980	113	55	N/A no other source	M
2986	039	01	Reuters	L
2986	241	53	N/A no other source	S
2987	113	56	AP	S
2992	137	01	N/A no other source	S
2992	138	01	AP	S
2992	138	01	AP	S
2992	138	01	AP	S
2992	138	01	AP	M
2992	241	53	N/A no other source	S
2993	166	66	PA	S
2993	340	66	Other news agency	S
2996	241	53	N/A no other source	L
2996	053	01	AFP	S
2997	149	01	AP	M
3000	062	03	Reuters	M
3002	255	75	AFP	M
3005	056	03	UK Military/ Government	S
3008	202	41	Reuters	M
3011	999	75	N/A no other source	M
3011	999	75	N/A no other source	M
3012	002	01	AP	M
3013	059	25	Reuters	S
3016	024	01	N/A no other source	L
3019	230	09	AP	M
3020	138	01	Reuters	M
3020	341	66	Reuters	M
3023	060	71	Other named commercial satellite	S
3023	241	53	N/A no other source	S
3023	241	53	N/A no other source	M
3026	024	01	AP	M
3026	039	01	Reuters	S
3029	372	52	Reuters	M
3031	255	75	EPA	M
3036	056	03	N/A no other source	L
3041	063	71	N/A no other source	S
3042	063	53	N/A no other source	S
3043	363	52	N/A no other source	S
3044	062	01	N/A no other source	XL
3044	040	05	N/A no other source	M
3044	040	05	N/A no other source	M
3045	354	75	N/A no other source	S
3045	039	01	N/A no other source	S
3050	038	03	N/A no other source	S
3051	056	03	N/A no other source	S
3052	038	03	N/A no other source	S
3053	059	03	N/A no other source	XL
3054	353	52	N/A no other source	S
3054	355	75	N/A no other source	S
3054	050	03	N/A no other source	S
3056	180	66	N/A no other source	L
3056	180	66	N/A no other source	M
3056	180	66	N/A no other source	S
3056	175	66	N/A no other source	S
3057	166	66	N/A no other source	S
3061	039	01	N/A no other source	L
3061	372	52	N/A no other source	S
3062	402	53	N/A no other source	S
3065	351	13	N/A no other source	M
3066	040	05	EPA	XL
3066	018	03	N/A no other source	M
3066	059	02	Reuters	S
3067	053	01	N/A no other source	S
3067	053	01	N/A no other source	S
3068	054	71	N/A no other source	S
3068	010	05	Reuters	L
3069	074	01	US Military/ Government	S
3070	040	05	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3073	166	66	N/A no other source	S
3074	340	66	N/A no other source	S
3076	038	03	N/A no other source	S
3076	135	03	N/A no other source	M
3076	059	03	N/A no other source	S
3076	063	03	N/A no other source	S
3076	056	03	N/A no other source	S
3076	353	74	N/A no other source	S
3076	057	03	N/A no other source	S
3078	063	53	N/A no other source	XL
3079	203	41	N/A no other source	L
3082	002	71	N/A no other source	XL
3082	059	01	N/A no other source	XL
3082	063	53	N/A no other source	M
3083	061	01	N/A no other source	L
3083	355	01	N/A no other source	M
3083	355	01	N/A no other source	M
3083	350	53	N/A no other source	L
3085	300	09	N/A no other source	L
3087	203	41	N/A no other source	M
3087	232	17	N/A no other source	M
3088	166	66	N/A no other source	S
3088	166	66	N/A no other source	M
3090	018	03	N/A no other source	XL
3090	038	03	N/A no other source	M
3092	018	03	PA	L
3095	040	05	EPA	L
3095	056	03	AP	S
3095	353	03	N/A no other source	S
3096	250	35	N/A no other source	M
3096	056	52	Other US media source	M
3097	026	01	N/A no other source	S
3098	241	53	N/A no other source	M
3098	401	53	N/A no other source	L
3099	062	01	AP	M
3099	059	05	AP	S
3101	182	02	EPA	S
3102	057	01	N/A no other source	M
3103	363	52	N/A no other source	S
3105	351	13	Al Jazeera	S
3105	351	13	Iraqi State TV/ media	S
3105	351	13	Iraqi State TV/ media	S
3106	300	09	Reuters	S
3108	230	09	N/A no other source	S
3111	112	53	N/A no other source	S
3111	054	74	N/A no other source	M
3117	062	01	AP	L
3121	353	03	Reuters	L
3124	372	52	N/A no other source	L
3126	040	05	EPA	M
3128	241	53	N/A no other source	L
3128	010	53	N/A no other source	S
3129	254	01	Reuters	M
3129	252	35	AP	S
3133	355	03	N/A no other source	M
3136	059	02	AP	M
3139	999	75	N/A no other source	M
3142	060	03	Space Imaging	M
3142	241	53	N/A no other source	S
3146	230	09	Reuters	S
3149	355	03	PA	L
3149	355	03	N/A no other source	S
3149	999	75	N/A no other source	S
3149	288	53	N/A no other source	S
3151	241	53	N/A no other source	S
3154	061	75	Other named commercial satellite	S
3156	040	05	AFP	M
3159	241	53	N/A no other source	S
3160	056	03	UK Military/ Government	M
3162	059	07	N/A no other source	M
3164	351	53	Iraqi State TV/ media	S
3167	059	05	N/A no other source	S
3167	241	53	N/A no other source	S
3388	038	01	N/A no other source	M
3388	111	53	N/A no other source	L
3389	056	52	N/A no other source	S
3391	137	22	N/A no other source	S
3392	351	13	Iraqi State TV/ media	S
3393	038	03	N/A no other source	S
3399	010	01	N/A no other source	L
3399	054	01	N/A no other source	L
3399	040	05	N/A no other source	M
3399	010	01	N/A no other source	S
3401	093	03	N/A no other source	M
3401	093	03	N/A no other source	L
3401	093	03	N/A no other source	S
3401	093	03	N/A no other source	S
3402	095	03	N/A no other source	S
3404	040	05	N/A no other source	M
3406	062	03	N/A no other source	M
3406	288	13	N/A no other source	M
3408	111	53	N/A no other source	M
3408	242	53	N/A no other source	M
3408	062	03	N/A no other source	M
3410	202	41	N/A no other source	M
3410	202	41	N/A no other source	L
3411	056	03	N/A no other source	S
3415	111	53	N/A no other source	S
3416	135	03	N/A no other source	L
3416	135	03	N/A no other source	S
3418	401	53	N/A no other source	XL
3419	054	01	AP	S
3419	040	05	AP	S
3419	007	02	AP	M
3420	241	53	N/A no other source	S
3420	241	53	N/A no other source	M
3421	054	01	AP	L
3422	113	55	Other UK media source	S
3422	371	52	Other UK media source	S
3422	054	01	Other UK media source	S
3422	062	01	Other US media source	S
3423	352	13	Iraqi State TV/ media	S
3424	093	74	Reuters	S
3424	093	74	Reuters	S
3424	093	74	Reuters	M
3426	230	71	Reuters	M
3427	285	09	AP	S
3428	015	04	Reuters	S
3428	241	53	N/A no other source	M
3429	034	07	AP	M
3429	039	01	AP	S
3430	062	01	Reuters	S
3431	056	74	Reuters	M
3433	053	03	Reuters	M
3433	166	22	N/A no other source	S
3435	166	22	N/A no other source	S
3435	166	22	N/A no other source	S
3435	166	22	N/A no other source	S
3436	999	30	N/A no other source	M
3440	363	52	Reuters	L
3440	054	01	AP	M
3440	241	53	N/A no other source	M
3443	177	02	N/A no other source	M
3443	177	02	N/A no other source	S
3443	145	02	N/A no other source	S
3445	054	74	N/A no other source	M
3448	093	03	N/A no other source	M
3448	093	03	N/A no other source	S
3449	059	07	AP	M
3449	034	01	AP	M
3449	241	53	N/A no other source	S
3450	241	53	N/A no other source	S
3451	136	02	N/A no other source	S
3453	040	05	Other media source: non-specific/ unclear	L
3453	010	01	Other media source: non-specific/ unclear	M
3453	062	02	N/A no other source	L
3455	242	53	N/A no other source	L
3456	093	03	N/A no other source	S
3457	049	01	N/A no other source	S
3458	053	03	N/A no other source	S
3459	042	05	N/A no other source	S
3459	111	53	N/A no other source	L
3460	352	09	N/A no other source	S
3461	040	05	N/A no other source	S
3461	040	05	N/A no other source	M
3463	059	07	N/A no other source	M
3467	300	09	N/A no other source	M
3470	054	01	N/A no other source	L
3471	171	02	N/A no other source	M
3471	010	01	N/A no other source	S
3471	241	53	N/A no other source	M
3471	010	01	N/A no other source	S
3471	062	02	AP	M
3473	010	01	Getty Images	L
3473	370	52	Reuters	S
3474	063	06	N/A no other source	S
3475	141	74	N/A no other source	S
3476	040	05	N/A no other source	M
3476	040	05	N/A no other source	S
3477	093	03	Reuters	L
3477	093	03	Reuters	S
3477	093	03	Reuters	S
3478	075	03	N/A no other source	S
3479	281	12	N/A no other source	S
3479	205	30	N/A no other source	M
3480	166	22	N/A no other source	S
3481	018	03	N/A no other source	M
3483	056	03	N/A no other source	M
3484	034	01	Getty Images	S
3484	002	01	Getty Images	M
3484	241	53	N/A no other source	S
3486	370	52	N/A no other source	XL
3487	241	53	N/A no other source	S
3487	062	03	N/A no other source	L
3487	053	03	N/A no other source	L
3489	134	03	N/A no other source	S
3489	063	05	N/A no other source	S
3491	054	71	N/A no other source	S
3491	062	01	N/A no other source	M
3491	062	01	N/A no other source	XL
3494	055	05	N/A no other source	S
3494	039	01	N/A no other source	S
3495	110	02	Other UK media source	M
3495	167	02	Other UK media source	L
3495	054	02	Other UK media source	S
3495	112	54	Other UK media source	S
3496	166	22	N/A no other source	S
3499	353	51	Reuters	XL
3499	353	51	Reuters	S
3499	353	51	Reuters	S
3499	353	51	Reuters	S
3500	059	07	Getty Images	S
3500	059	07	Getty Images	S
3504	110	02	Other UK media source	M
3507	350	11	AP	L
3508	145	74	N/A no other source	S
3511	054	02	Other UK media source	S
3511	054	02	Other UK media source	S
3511	110	02	Other UK media source	S
3511	054	02	N/A no other source	XL
3512	166	22	N/A no other source	S
3513	134	06	N/A no other source	M
3513	063	06	N/A no other source	S
3514	370	52	PA	S
3514	370	52	PA	XL
3516	010	01	Reuters	L
3517	046	02	N/A no other source	S
3518	176	74	N/A no other source	S
3519	371	52	N/A no other source	S
3520	370	03	N/A no other source	XL
3520	370	52	N/A no other source	L
3520	360	03	N/A no other source	M
3520	018	03	N/A no other source	S
3520	370	52	N/A no other source	M
3522	401	53	N/A no other source	XL
3523	063	06	N/A no other source	S
3526	018	03	N/A no other source	L
3528	054	05	N/A no other source	L
3528	110	74	N/A no other source	M
3531	054	02	AP	XL
3531	110	02	N/A no other source	S
3534	046	72	AP	L
3536	018	03	AP	L
3537	054	02	EPA	L
3537	241	53	N/A no other source	S
3538	167	02	Other UK media source	S
3538	110	02	Other UK media source	S
3539	054	02	N/A no other source	S
3540	062	03	Reuters	M
3540	241	53	N/A no other source	S
3540	370	52	Reuters	S
3542	176	74	Reuters	S
3543	241	53	N/A no other source	L
3546	241	53	N/A no other source	S
3546	059	01	Reuters	S
3547	118	74	Reuters	M
3549	360	52	N/A no other source	S
3549	372	52	N/A no other source	M
3550	362	74	Reuters	S
3552	300	09	Reuters	M
3557	040	05	Reuters	L
3560	353	01	AFP	L
3562	370	52	Reuters	L
3565	372	52	EPA	M
3565	010	01	Reuters	S
3565	062	01	Reuters	S
3565	241	53	N/A no other source	S
3566	040	05	N/A no other source	S
3567	288	13	AP	L
3568	176	74	N/A no other source	S
3571	039	01	AP	L
3573	241	53	N/A no other source	S
3574	059	03	PA	L
3576	201	39	N/A no other source	L
3576	205	45	N/A no other source	S
3579	053	03	N/A no other source	L
3585	046	72	AP	S
3586	371	52	AP	M
3586	010	01	AP	M
3589	241	53	Iraqi Military/ Government	S
3590	110	02	Other UK media source	S
3590	054	02	Other UK media source	S
3593	370	52	Other UK media source	M
3593	241	53	N/A no other source	S
3594	134	04	N/A no other source	S
3596	063	75	N/A no other source	M
3598	166	22	N/A no other source	S
3599	252	30	N/A no other source	S
3599	287	30	N/A no other source	M
3601	300	09	Reuters	M
3603	999	53	N/A no other source	S
3606	242	53	N/A no other source	M
3611	370	52	N/A no other source	L
3612	111	53	Other UK media source	S
3613	241	53	N/A no other source	S
3613	370	52	N/A no other source	S
3613	360	03	N/A no other source	S
3613	370	52	N/A no other source	S
3613	360	03	N/A no other source	M
3614	010	01	Other US media source	L
3616	355	01	Reuters	M
3616	008	01	Reuters	S
3616	054	74	Other US media source	S
3617	362	52	Reuters	M
3619	353	03	Reuters	L
3621	240	53	N/A no other source	M
3623	200	37	PA	M
3626	350	53	N/A no other source	S
3626	254	30	N/A no other source	M
3631	054	01	N/A no other source	XL
3632	039	01	N/A no other source	XL
3633	003	06	N/A no other source	L
3633	010	01	N/A no other source	XL
3634	230	71	N/A no other source	S
3635	063	03	N/A no other source	S
3636	355	01	N/A no other source	S
3636	071	03	N/A no other source	S
3636	355	01	N/A no other source	L
3636	054	01	N/A no other source	XL
3637	062	03	N/A no other source	S
3637	054	03	N/A no other source	S
3637	054	03	N/A no other source	S
3638	355	03	N/A no other source	S
3638	111	53	N/A no other source	XL
3638	355	03	N/A no other source	M
3638	355	03	N/A no other source	S
3639	038	03	N/A no other source	XL
3639	038	03	N/A no other source	M
3640	242	53	N/A no other source	M
3641	166	66	N/A no other source	XL
3641	166	66	N/A no other source	S
3642	166	53	N/A no other source	L
3642	166	53	N/A no other source	L
3643	230	71	AP	S
3645	039	01	N/A no other source	M
3645	241	53	N/A no other source	S
3645	010	01	AP	XL
3646	310	01	N/A no other source	S
3648	007	01	N/A no other source	XL
3648	372	52	N/A no other source	S
3648	010	01	N/A no other source	S
3650	145	02	Reuters	XL
3651	166	74	N/A no other source	S
3651	158	74	N/A no other source	S
3651	166	74	N/A no other source	S
3651	166	74	N/A no other source	S
3652	370	52	N/A no other source	S
3653	038	03	N/A no other source	S
3653	038	03	N/A no other source	XL
3653	057	03	N/A no other source	S
3653	355	03	N/A no other source	S
3653	355	03	N/A no other source	M
3653	111	53	N/A no other source	S
3654	288	13	Other UK media source	M
3656	288	13	N/A no other source	S
3656	010	01	N/A no other source	M
3656	010	01	AP	L
3656	241	53	N/A no other source	M
3656	062	01	N/A no other source	M
3658	270	52	AP	XL
3659	166	66	N/A no other source	L
3659	166	66	N/A no other source	L
3662	355	01	N/A no other source	XL
3662	039	01	N/A no other source	M
3662	054	01	N/A no other source	M
3666	010	01	N/A no other source	S
3666	010	06	N/A no other source	S
3666	010	01	N/A no other source	XL
3667	230	71	N/A no other source	S
3668	093	53	N/A no other source	S
3668	093	53	N/A no other source	S
3669	119	54	N/A no other source	S
3670	053	71	N/A no other source	S
3670	007	01	N/A no other source	XL
3670	008	01	N/A no other source	S
3670	054	01	N/A no other source	S
3670	007	71	N/A no other source	S
3671	018	03	N/A no other source	M
3671	271	51	N/A no other source	M
3672	038	03	N/A no other source	S
3676	370	51	N/A no other source	XL
3676	038	03	N/A no other source	S
3678	166	22	N/A no other source	S
3679	063	01	N/A no other source	S
3679	353	51	N/A no other source	S
3679	062	01	N/A no other source	XL
3682	999	53	N/A no other source	S
3682	288	13	N/A no other source	L
3685	340	66	N/A no other source	M
3686	145	74	N/A no other source	L
3687	321	25	N/A no other source	S
3691	054	02	N/A no other source	S
3692	178	52	N/A no other source	S
3692	053	01	N/A no other source	S
3692	054	02	N/A no other source	L
3696	119	64	N/A no other source	S
3696	119	64	N/A no other source	S
3696	054	02	N/A no other source	L
3696	118	02	N/A no other source	M
3696	120	74	N/A no other source	S
3696	054	01	N/A no other source	S
3697	271	52	N/A no other source	S
3697	271	52	N/A no other source	S
3699	145	74	N/A no other source	S
3699	145	74	Reuters	XL
3699	145	74	N/A no other source	S
3700	362	52	N/A no other source	S
3701	158	04	N/A no other source	L
3701	166	22	N/A no other source	S
3701	166	22	N/A no other source	S
3701	166	22	N/A no other source	S
3701	166	22	N/A no other source	S
3701	166	22	N/A no other source	S
3701	166	22	N/A no other source	S
3701	166	22	N/A no other source	S
3701	166	22	N/A no other source	S
3701	166	22	N/A no other source	S
3701	166	22	N/A no other source	S
3701	166	22	N/A no other source	S
3702	137	22	N/A no other source	S
3703	350	53	N/A no other source	L
3704	054	01	EPA	XL
3707	356	53	N/A no other source	M
3708	007	01	N/A no other source	XL
3708	002	01	N/A no other source	M
3708	118	02	N/A no other source	M
3708	241	53	N/A no other source	M
3710	093	51	N/A no other source	L
3711	271	51	N/A no other source	L
3711	271	51	N/A no other source	S
3712	038	03	N/A no other source	S
3712	038	03	N/A no other source	L
3714	158	04	N/A no other source	XL
3714	166	22	N/A no other source	S
3714	166	22	N/A no other source	S
3714	166	22	N/A no other source	S
3714	166	22	N/A no other source	S
3714	166	22	N/A no other source	S
3714	166	22	N/A no other source	S
3714	166	22	N/A no other source	S
3714	166	22	N/A no other source	S
3714	166	22	N/A no other source	S
3714	166	22	N/A no other source	S
3715	230	71	N/A no other source	M
3721	355	01	AP	L
3722	270	51	Getty Images	L
3722	144	74	AP	S
3722	158	04	N/A no other source	S
3723	350	53	N/A no other source	S
3723	054	01	Other news agency	M
3725	118	02	Corbis	M
3725	119	64	N/A no other source	S
3725	119	64	N/A no other source	S
3725	119	64	N/A no other source	S
3727	241	53	N/A no other source	S
3727	145	74	N/A no other source	M
3729	262	03	UK Military/ Government	M
3733	230	71	AP	M
3736	010	01	N/A no other source	L
3737	145	72	Reuters	L
3737	017	03	N/A no other source	S
3738	039	01	AP	M
3738	054	71	AP	S
3738	038	03	UK Military/ Government	S
3738	355	01	N/A no other source	S
3738	241	53	N/A no other source	S
3738	355	01	N/A no other source	S
3739	353	52	N/A no other source	S
3740	135	01	Reuters	S
3740	010	01	Corbis	M
3741	145	72	N/A no other source	S
3742	401	53	N/A no other source	L
3743	289	75	AP	M
3743	289	75	N/A no other source	S
3747	270	52	N/A no other source	M
3749	230	71	PA	M
3758	054	01	AP	M
3758	355	01	Reuters	S
3758	167	02	AP	S
3759	039	01	N/A no other source	S
3759	039	01	N/A no other source	S
3759	039	01	N/A no other source	S
3759	039	01	N/A no other source	S
3760	241	53	N/A no other source	M
3761	370	52	PA	M
3761	241	53	Space Imaging	S
3762	362	52	AP	S
3763	270	52	N/A no other source	S
3763	270	52	N/A no other source	S
3763	270	52	N/A no other source	S
3763	270	52	AP	M
3763	270	52	AP	S
3763	270	52	AP	S
3764	038	03	Reuters	S
3765	372	52	N/A no other source	M
3768	353	52	N/A no other source	L
3771	288	13	Other UK media source	S
3771	288	13	Abu Dhabi	S
3774	091	53	Corbis	M
3776	353	03	N/A no other source	M
3780	140	74	AP	L
3783	010	01	AP	L
3784	054	01	Other news agency	L
3784	053	71	N/A no other source	S
3784	039	01	N/A no other source	S
3784	350	53	N/A no other source	S
3785	010	01	Reuters	M
3785	002	01	Reuters	S
3785	002	01	Reuters	S
3785	007	01	EPA	S
3785	153	01	AP	S
3785	241	53	N/A no other source	M
3786	177	52	AP	S
3786	141	74	AP	M
3786	145	74	N/A no other source	L
3786	141	74	N/A no other source	S
3786	145	74	Reuters	S
3787	062	01	AP	S
3787	048	01	AP	M
3787	118	02	AP	S
3789	135	01	Reuters	L
3790	040	05	Corbis	S
3792	362	74	Other UK media source	M
3793	263	50	AP	L
3796	158	04	Reuters	M
3798	230	71	Reuters	L
3800	054	01	EPA	L
3803	230	71	AP	S
3804	093	51	N/A no other source	L
3804	182	51	N/A no other source	S
3804	093	51	N/A no other source	S
3804	093	51	N/A no other source	S
3806	053	01	Reuters	L
3809	241	53	N/A no other source	S
3810	039	01	AP	L
3812	119	64	Reuters	S
3813	140	74	AP	M
3815	135	71	Getty Images	M
3818	175	02	N/A no other source	S
3818	999	75	N/A no other source	S
3818	182	66	N/A no other source	S
3819	341	66	N/A no other source	S
3820	158	04	N/A no other source	L
3823	039	01	AP	L
3825	300	09	Reuters	S
3828	038	03	UK Military/ Government	L
3828	355	03	N/A no other source	M
3828	355	03	N/A no other source	M
3830	040	25	Other news agency	M
3837	166	66	PA	S
3837	166	66	PA	S
3840	241	53	N/A no other source	S
3841	362	52	PA	L
3848	145	74	Reuters	M
3755	039	01	AP	L
3857	158	04	N/A no other source	L
3858	230	71	AP	M
3859	118	02	AP	L
3859	048	01	Corbis	S
3859	120	74	Corbis	S
3860	242	53	N/A no other source	M
3860	054	01	AP	M
3864	007	01	Reuters	M
3864	002	01	Reuters	S
3864	002	01	Reuters	S
3864	010	01	Reuters	S
3867	360	03	N/A no other source	L
3871	270	51	N/A no other source	L
3873	158	04	PA	M
3874	145	74	N/A no other source	S
3877	240	53	N/A no other source	M
3880	350	53	N/A no other source	XL
3882	060	01	N/A no other source	XL
3882	242	53	N/A no other source	M
3885	182	36	N/A no other source	S
3886	059	05	N/A no other source	L
3887	056	74	N/A no other source	XL
3888	166	22	N/A no other source	S
3889	353	53	N/A no other source	M
3890	355	71	N/A no other source	S
3890	355	71	N/A no other source	S
3892	288	53	N/A no other source	M
3899	401	53	N/A no other source	XL
3901	372	53	N/A no other source	M
3901	402	53	N/A no other source	L
3902	039	01	N/A no other source	L
3904	054	01	AP	M
3904	057	01	AP	S
3904	010	06	AP	S
3905	038	03	N/A no other source	M
3905	038	03	N/A no other source	S
3905	355	03	N/A no other source	S
3905	403	53	N/A no other source	S
3906	370	52	N/A no other source	L
3906	370	52	N/A no other source	S
3906	056	03	N/A no other source	S
3910	242	53	N/A no other source	S
3910	166	66	PA	M
3910	166	66	PA	M
3911	270	52	N/A no other source	S
3913	056	01	N/A no other source	S
3913	010	01	N/A no other source	M
3913	241	53	N/A no other source	S
3913	062	01	AP	S
3918	288	13	AP	S
3918	372	52	Reuters	M
3920	039	01	N/A no other source	M
3920	372	52	N/A no other source	S
3926	145	74	N/A no other source	L
3933	353	01	Reuters	XL
3934	353	52	N/A no other source	M
3934	353	52	N/A no other source	XL
3934	353	01	N/A no other source	S
3934	353	52	N/A no other source	S
3934	353	52	N/A no other source	S
3934	353	52	N/A no other source	S
3934	353	52	N/A no other source	S
3934	353	52	N/A no other source	S
3934	370	52	N/A no other source	L
3934	370	52	N/A no other source	S
3934	370	52	N/A no other source	S
3934	056	01	N/A no other source	XL
3934	056	01	N/A no other source	S
3934	353	01	N/A no other source	S
3934	010	01	N/A no other source	S
3934	010	01	N/A no other source	XL
3936	270	52	N/A no other source	L
3936	270	52	N/A no other source	S
3936	270	52	N/A no other source	S
3941	372	52	N/A no other source	S
3941	145	74	N/A no other source	L
3941	056	01	N/A no other source	L
3942	112	53	N/A no other source	S
3943	038	53	N/A no other source	S
3944	054	03	N/A no other source	XL
3944	093	52	N/A no other source	S
3944	370	52	N/A no other source	M
3944	270	52	N/A no other source	M
3945	372	52	N/A no other source	S
3946	166	53	N/A no other source	S
3947	353	01	N/A no other source	XL
3949	353	01	N/A no other source	S
3949	999	53	N/A no other source	S
3949	353	01	N/A no other source	S
3949	353	01	N/A no other source	S
3949	353	01	N/A no other source	S
3949	353	01	N/A no other source	S
3949	353	01	N/A no other source	L
3949	353	52	AP	S
3949	056	01	AP	S
3949	353	52	N/A no other source	S
3949	056	01	AP	XL
3952	350	53	N/A no other source	S
3952	010	01	AP	L
